Index,YY,MM,DD,H,H_Price
17,2013,2,14,16,48
18,2013,2,14,17,48
19,2013,2,14,18,48
20,2013,2,14,19,48
21,2013,2,14,20,48
22,2013,2,14,21,48
23,2013,2,14,22,40
24,2013,2,14,23,40
1,2013,2,15,0,40
2,2013,2,15,1,39
3,2013,2,15,2,39
4,2013,2,15,3,36
5,2013,2,15,4,36
6,2013,2,15,5,40
7,2013,2,15,6,46
8,2013,2,15,7,46
9,2013,2,15,8,46
10,2013,2,15,9,46
11,2013,2,15,10,46
12,2013,2,15,11,46
13,2013,2,15,12,46
14,2013,2,15,13,46
15,2013,2,15,14,46
16,2013,2,15,15,46
17,2013,2,15,16,46
18,2013,2,15,17,46
19,2013,2,15,18,46
20,2013,2,15,19,46
21,2013,2,15,20,46
22,2013,2,15,21,46
23,2013,2,15,22,40
24,2013,2,15,23,40
1,2013,2,16,0,39
2,2013,2,16,1,40
3,2013,2,16,2,40
4,2013,2,16,3,40
5,2013,2,16,4,40
6,2013,2,16,5,40
7,2013,2,16,6,46
8,2013,2,16,7,46
9,2013,2,16,8,46
10,2013,2,16,9,46
11,2013,2,16,10,46
12,2013,2,16,11,46
13,2013,2,16,12,46
14,2013,2,16,13,46
15,2013,2,16,14,46
16,2013,2,16,15,46
17,2013,2,16,16,46
18,2013,2,16,17,46
19,2013,2,16,18,46
20,2013,2,16,19,46
21,2013,2,16,20,46
22,2013,2,16,21,46
23,2013,2,16,22,40
24,2013,2,16,23,40
1,2013,2,17,0,40
2,2013,2,17,1,40
3,2013,2,17,2,40
4,2013,2,17,3,40
5,2013,2,17,4,40
6,2013,2,17,5,40
7,2013,2,17,6,46
8,2013,2,17,7,46
9,2013,2,17,8,46
10,2013,2,17,9,46
11,2013,2,17,10,46
12,2013,2,17,11,46
13,2013,2,17,12,46
14,2013,2,17,13,46
15,2013,2,17,14,46
16,2013,2,17,15,46
17,2013,2,17,16,46
18,2013,2,17,17,46
19,2013,2,17,18,46
20,2013,2,17,19,46
21,2013,2,17,20,46
22,2013,2,17,21,46
23,2013,2,17,22,40
24,2013,2,17,23,40
1,2013,2,18,0,40
2,2013,2,18,1,40
3,2013,2,18,2,36
4,2013,2,18,3,32
5,2013,2,18,4,15
6,2013,2,18,5,15
7,2013,2,18,6,46
8,2013,2,18,7,46
9,2013,2,18,8,46
10,2013,2,18,9,46
11,2013,2,18,10,48
12,2013,2,18,11,48
13,2013,2,18,12,48
14,2013,2,18,13,48
15,2013,2,18,14,48
16,2013,2,18,15,48
17,2013,2,18,16,46
18,2013,2,18,17,46
19,2013,2,18,18,46
20,2013,2,18,19,46
21,2013,2,18,20,46
22,2013,2,18,21,46
23,2013,2,18,22,40
24,2013,2,18,23,40
1,2013,2,19,0,40
2,2013,2,19,1,40
3,2013,2,19,2,40
4,2013,2,19,3,40
5,2013,2,19,4,40
6,2013,2,19,5,40
7,2013,2,19,6,40
8,2013,2,19,7,44
9,2013,2,19,8,47
10,2013,2,19,9,47
11,2013,2,19,10,48
12,2013,2,19,11,48
13,2013,2,19,12,48
14,2013,2,19,13,48
15,2013,2,19,14,48
16,2013,2,19,15,48
17,2013,2,19,16,46
18,2013,2,19,17,46
19,2013,2,19,18,46
20,2013,2,19,19,46
21,2013,2,19,20,46
22,2013,2,19,21,46
23,2013,2,19,22,40
24,2013,2,19,23,32
1,2013,2,20,0,32
2,2013,2,20,1,14
3,2013,2,20,2,14
4,2013,2,20,3,14
5,2013,2,20,4,14
6,2013,2,20,5,14
7,2013,2,20,6,15
8,2013,2,20,7,40
9,2013,2,20,8,46
10,2013,2,20,9,46
11,2013,2,20,10,46
12,2013,2,20,11,46
13,2013,2,20,12,46
14,2013,2,20,13,46
15,2013,2,20,14,46
16,2013,2,20,15,46
17,2013,2,20,16,46
18,2013,2,20,17,46
19,2013,2,20,18,46
20,2013,2,20,19,45
21,2013,2,20,20,45
22,2013,2,20,21,42
23,2013,2,20,22,40
24,2013,2,20,23,14
1,2013,2,21,0,32
2,2013,2,21,1,19
3,2013,2,21,2,19
4,2013,2,21,3,15
5,2013,2,21,4,15
6,2013,2,21,5,40
7,2013,2,21,6,40
8,2013,2,21,7,44
9,2013,2,21,8,45
10,2013,2,21,9,45
11,2013,2,21,10,45
12,2013,2,21,11,45
13,2013,2,21,12,45
14,2013,2,21,13,45
15,2013,2,21,14,45
16,2013,2,21,15,45
17,2013,2,21,16,45
18,2013,2,21,17,45
19,2013,2,21,18,45
20,2013,2,21,19,45
21,2013,2,21,20,45
22,2013,2,21,21,44
23,2013,2,21,22,40
24,2013,2,21,23,40
1,2013,2,22,0,40
2,2013,2,22,1,40
3,2013,2,22,2,40
4,2013,2,22,3,40
5,2013,2,22,4,40
6,2013,2,22,5,40
7,2013,2,22,6,40
8,2013,2,22,7,44
9,2013,2,22,8,46
10,2013,2,22,9,46
11,2013,2,22,10,46
12,2013,2,22,11,46
13,2013,2,22,12,45
14,2013,2,22,13,45
15,2013,2,22,14,45
16,2013,2,22,15,45
17,2013,2,22,16,45
18,2013,2,22,17,45
19,2013,2,22,18,45
20,2013,2,22,19,45
21,2013,2,22,20,45
22,2013,2,22,21,44
23,2013,2,22,22,40
24,2013,2,22,23,40
1,2013,2,23,0,40
2,2013,2,23,1,34
3,2013,2,23,2,34
4,2013,2,23,3,34
5,2013,2,23,4,34
6,2013,2,23,5,30
7,2013,2,23,6,40
8,2013,2,23,7,40
9,2013,2,23,8,44
10,2013,2,23,9,44
11,2013,2,23,10,44
12,2013,2,23,11,44
13,2013,2,23,12,44
14,2013,2,23,13,44
15,2013,2,23,14,40
16,2013,2,23,15,40
17,2013,2,23,16,40
18,2013,2,23,17,40
19,2013,2,23,18,40
20,2013,2,23,19,40
21,2013,2,23,20,40
22,2013,2,23,21,40
23,2013,2,23,22,30
24,2013,2,23,23,26
1,2013,2,24,0,30
2,2013,2,24,1,19
3,2013,2,24,2,15
4,2013,2,24,3,15
5,2013,2,24,4,15
6,2013,2,24,5,15
7,2013,2,24,6,14
8,2013,2,24,7,15
9,2013,2,24,8,24
10,2013,2,24,9,40
11,2013,2,24,10,40
12,2013,2,24,11,40
13,2013,2,24,12,44
14,2013,2,24,13,44
15,2013,2,24,14,40
16,2013,2,24,15,40
17,2013,2,24,16,40
18,2013,2,24,17,44
19,2013,2,24,18,40
20,2013,2,24,19,40
21,2013,2,24,20,40
22,2013,2,24,21,40
23,2013,2,24,22,34
24,2013,2,24,23,15
1,2013,2,25,0,30
2,2013,2,25,1,15
3,2013,2,25,2,40
4,2013,2,25,3,40
5,2013,2,25,4,28
6,2013,2,25,5,40
7,2013,2,25,6,40
8,2013,2,25,7,40
9,2013,2,25,8,44
10,2013,2,25,9,44
11,2013,2,25,10,44
12,2013,2,25,11,44
13,2013,2,25,12,44
14,2013,2,25,13,44
15,2013,2,25,14,44
16,2013,2,25,15,44
17,2013,2,25,16,44
18,2013,2,25,17,44
19,2013,2,25,18,44
20,2013,2,25,19,44
21,2013,2,25,20,44
22,2013,2,25,21,44
23,2013,2,25,22,40
24,2013,2,25,23,40
1,2013,2,26,0,40
2,2013,2,26,1,40
3,2013,2,26,2,40
4,2013,2,26,3,40
5,2013,2,26,4,40
6,2013,2,26,5,40
7,2013,2,26,6,44
8,2013,2,26,7,44
9,2013,2,26,8,44
10,2013,2,26,9,44
11,2013,2,26,10,44
12,2013,2,26,11,44
13,2013,2,26,12,44
14,2013,2,26,13,44
15,2013,2,26,14,44
16,2013,2,26,15,44
17,2013,2,26,16,44
18,2013,2,26,17,44
19,2013,2,26,18,44
20,2013,2,26,19,44
21,2013,2,26,20,44
22,2013,2,26,21,44
23,2013,2,26,22,40
24,2013,2,26,23,40
1,2013,2,27,0,40
2,2013,2,27,1,40
3,2013,2,27,2,34
4,2013,2,27,3,34
5,2013,2,27,4,34
6,2013,2,27,5,40
7,2013,2,27,6,44
8,2013,2,27,7,46
9,2013,2,27,8,50
10,2013,2,27,9,50
11,2013,2,27,10,50
12,2013,2,27,11,50
13,2013,2,27,12,50
14,2013,2,27,13,50
15,2013,2,27,14,50
16,2013,2,27,15,50
17,2013,2,27,16,50
18,2013,2,27,17,50
19,2013,2,27,18,50
20,2013,2,27,19,50
21,2013,2,27,20,50
22,2013,2,27,21,46
23,2013,2,27,22,44
24,2013,2,27,23,42
1,2013,2,28,0,42
2,2013,2,28,1,38
3,2013,2,28,2,38
4,2013,2,28,3,38
5,2013,2,28,4,38
6,2013,2,28,5,38
7,2013,2,28,6,42
8,2013,2,28,7,44
9,2013,2,28,8,46
10,2013,2,28,9,46
11,2013,2,28,10,46
12,2013,2,28,11,46
13,2013,2,28,12,46
14,2013,2,28,13,46
15,2013,2,28,14,46
16,2013,2,28,15,46
17,2013,2,28,16,46
18,2013,2,28,17,46
19,2013,2,28,18,46
20,2013,2,28,19,46
21,2013,2,28,20,46
22,2013,2,28,21,42
23,2013,2,28,22,38
24,2013,2,28,23,15
1,2013,3,1,0,30
2,2013,3,1,1,30
3,2013,3,1,2,30
4,2013,3,1,3,30
5,2013,3,1,4,30
6,2013,3,1,5,38
7,2013,3,1,6,42
8,2013,3,1,7,44
9,2013,3,1,8,46
10,2013,3,1,9,46
11,2013,3,1,10,46
12,2013,3,1,11,46
13,2013,3,1,12,46
14,2013,3,1,13,46
15,2013,3,1,14,46
16,2013,3,1,15,46
17,2013,3,1,16,46
18,2013,3,1,17,46
19,2013,3,1,18,46
20,2013,3,1,19,46
21,2013,3,1,20,46
22,2013,3,1,21,44
23,2013,3,1,22,38
24,2013,3,1,23,38
1,2013,3,2,0,30
2,2013,3,2,1,26
3,2013,3,2,2,38
4,2013,3,2,3,38
5,2013,3,2,4,38
6,2013,3,2,5,38
7,2013,3,2,6,42
8,2013,3,2,7,44
9,2013,3,2,8,46
10,2013,3,2,9,46
11,2013,3,2,10,46
12,2013,3,2,11,46
13,2013,3,2,12,46
14,2013,3,2,13,46
15,2013,3,2,14,46
16,2013,3,2,15,46
17,2013,3,2,16,25
18,2013,3,2,17,19
19,2013,3,2,18,32
20,2013,3,2,19,36
21,2013,3,2,20,32
22,2013,3,2,21,14
23,2013,3,2,22,12
24,2013,3,2,23,7
1,2013,3,3,0,3
2,2013,3,3,1,26
3,2013,3,3,2,26
4,2013,3,3,3,26
5,2013,3,3,4,24
6,2013,3,3,5,24
7,2013,3,3,6,14
8,2013,3,3,7,14
9,2013,3,3,8,17
10,2013,3,3,9,24
11,2013,3,3,10,25
12,2013,3,3,11,32
13,2013,3,3,12,32
14,2013,3,3,13,32
15,2013,3,3,14,32
16,2013,3,3,15,32
17,2013,3,3,16,32
18,2013,3,3,17,40
19,2013,3,3,18,40
20,2013,3,3,19,40
21,2013,3,3,20,46
22,2013,3,3,21,44
23,2013,3,3,22,38
24,2013,3,3,23,38
1,2013,3,4,0,38
2,2013,3,4,1,39
3,2013,3,4,2,40
4,2013,3,4,3,39
5,2013,3,4,4,40
6,2013,3,4,5,39
7,2013,3,4,6,44
8,2013,3,4,7,46
9,2013,3,4,8,50
10,2013,3,4,9,52
11,2013,3,4,10,50
12,2013,3,4,11,47
13,2013,3,4,12,47
14,2013,3,4,13,47
15,2013,3,4,14,46
16,2013,3,4,15,46
17,2013,3,4,16,46
18,2013,3,4,17,46
19,2013,3,4,18,46
20,2013,3,4,19,46
21,2013,3,4,20,46
22,2013,3,4,21,44
23,2013,3,4,22,41
24,2013,3,4,23,39
1,2013,3,5,0,39
2,2013,3,5,1,38
3,2013,3,5,2,38
4,2013,3,5,3,38
5,2013,3,5,4,38
6,2013,3,5,5,38
7,2013,3,5,6,42
8,2013,3,5,7,45
9,2013,3,5,8,47
10,2013,3,5,9,49
11,2013,3,5,10,49
12,2013,3,5,11,49
13,2013,3,5,12,47
14,2013,3,5,13,47
15,2013,3,5,14,47
16,2013,3,5,15,47
17,2013,3,5,16,47
18,2013,3,5,17,47
19,2013,3,5,18,47
20,2013,3,5,19,46
21,2013,3,5,20,47
22,2013,3,5,21,44
23,2013,3,5,22,39
24,2013,3,5,23,38
1,2013,3,6,0,38
2,2013,3,6,1,38
3,2013,3,6,2,38
4,2013,3,6,3,38
5,2013,3,6,4,38
6,2013,3,6,5,38
7,2013,3,6,6,42
8,2013,3,6,7,44
9,2013,3,6,8,46
10,2013,3,6,9,46
11,2013,3,6,10,46
12,2013,3,6,11,46
13,2013,3,6,12,46
14,2013,3,6,13,46
15,2013,3,6,14,46
16,2013,3,6,15,46
17,2013,3,6,16,46
18,2013,3,6,17,46
19,2013,3,6,18,47
20,2013,3,6,19,46
21,2013,3,6,20,46
22,2013,3,6,21,44
23,2013,3,6,22,38
24,2013,3,6,23,38
1,2013,3,7,0,38
2,2013,3,7,1,38
3,2013,3,7,2,38
4,2013,3,7,3,38
5,2013,3,7,4,38
6,2013,3,7,5,38
7,2013,3,7,6,42
8,2013,3,7,7,44
9,2013,3,7,8,46
10,2013,3,7,9,46
11,2013,3,7,10,46
12,2013,3,7,11,46
13,2013,3,7,12,46
14,2013,3,7,13,46
15,2013,3,7,14,46
16,2013,3,7,15,46
17,2013,3,7,16,46
18,2013,3,7,17,46
19,2013,3,7,18,46
20,2013,3,7,19,46
21,2013,3,7,20,46
22,2013,3,7,21,44
23,2013,3,7,22,38
24,2013,3,7,23,38
1,2013,3,8,0,38
2,2013,3,8,1,
3,2013,3,8,2,
4,2013,3,8,3,
5,2013,3,8,4,
6,2013,3,8,5,
7,2013,3,8,6,
8,2013,3,8,7,
9,2013,3,8,8,
10,2013,3,8,9,
11,2013,3,8,10,
12,2013,3,8,11,
13,2013,3,8,12,
14,2013,3,8,13,
15,2013,3,8,14,
16,2013,3,8,15,
17,2013,3,8,16,
18,2013,3,8,17,
19,2013,3,8,18,
20,2013,3,8,19,
21,2013,3,8,20,
22,2013,3,8,21,
23,2013,3,8,22,
24,2013,3,8,23,
1,2013,3,9,0,
2,2013,3,9,1,38
3,2013,3,9,2,38
4,2013,3,9,3,38
5,2013,3,9,4,38
6,2013,3,9,5,38
7,2013,3,9,6,42
8,2013,3,9,7,44
9,2013,3,9,8,46
10,2013,3,9,9,46
11,2013,3,9,10,46
12,2013,3,9,11,46
13,2013,3,9,12,46
14,2013,3,9,13,46
15,2013,3,9,14,46
16,2013,3,9,15,46
17,2013,3,9,16,46
18,2013,3,9,17,46
19,2013,3,9,18,46
20,2013,3,9,19,46
21,2013,3,9,20,46
22,2013,3,9,21,44
23,2013,3,9,22,38
24,2013,3,9,23,38
1,2013,3,10,0,38
2,2013,3,10,1,34
3,2013,3,10,2,34
4,2013,3,10,3,34
5,2013,3,10,4,34
6,2013,3,10,5,38
7,2013,3,10,6,42
8,2013,3,10,7,44
9,2013,3,10,8,46
10,2013,3,10,9,46
11,2013,3,10,10,46
12,2013,3,10,11,46
13,2013,3,10,12,45
14,2013,3,10,13,45
15,2013,3,10,14,45
16,2013,3,10,15,42
17,2013,3,10,16,45
18,2013,3,10,17,45
19,2013,3,10,18,46
20,2013,3,10,19,46
21,2013,3,10,20,46
22,2013,3,10,21,44
23,2013,3,10,22,38
24,2013,3,10,23,34
1,2013,3,11,0,38
2,2013,3,11,1,38
3,2013,3,11,2,38
4,2013,3,11,3,38
5,2013,3,11,4,38
6,2013,3,11,5,38
7,2013,3,11,6,42
8,2013,3,11,7,44
9,2013,3,11,8,46
10,2013,3,11,9,46
11,2013,3,11,10,48
12,2013,3,11,11,48
13,2013,3,11,12,48
14,2013,3,11,13,48
15,2013,3,11,14,48
16,2013,3,11,15,48
17,2013,3,11,16,46
18,2013,3,11,17,46
19,2013,3,11,18,46
20,2013,3,11,19,46
21,2013,3,11,20,47
22,2013,3,11,21,45
23,2013,3,11,22,40
24,2013,3,11,23,39
1,2013,3,12,0,39
2,2013,3,12,1,38
3,2013,3,12,2,38
4,2013,3,12,3,38
5,2013,3,12,4,38
6,2013,3,12,5,38
7,2013,3,12,6,42
8,2013,3,12,7,44
9,2013,3,12,8,48
10,2013,3,12,9,53
11,2013,3,12,10,52
12,2013,3,12,11,50
13,2013,3,12,12,48
14,2013,3,12,13,48
15,2013,3,12,14,48
16,2013,3,12,15,48
17,2013,3,12,16,46
18,2013,3,12,17,46
19,2013,3,12,18,49
20,2013,3,12,19,48
21,2013,3,12,20,49
22,2013,3,12,21,46
23,2013,3,12,22,40
24,2013,3,12,23,38
1,2013,3,13,0,38
2,2013,3,13,1,53
3,2013,3,13,2,54
4,2013,3,13,3,52
5,2013,3,13,4,40
6,2013,3,13,5,40
7,2013,3,13,6,48
8,2013,3,13,7,48
9,2013,3,13,8,56
10,2013,3,13,9,57
11,2013,3,13,10,57
12,2013,3,13,11,54
13,2013,3,13,12,50
14,2013,3,13,13,49
15,2013,3,13,14,49
16,2013,3,13,15,49
17,2013,3,13,16,48
18,2013,3,13,17,48
19,2013,3,13,18,54
20,2013,3,13,19,57
21,2013,3,13,20,53
22,2013,3,13,21,49
23,2013,3,13,22,48
24,2013,3,13,23,40
1,2013,3,14,0,40
2,2013,3,14,1,64
3,2013,3,14,2,64
4,2013,3,14,3,64
5,2013,3,14,4,49
6,2013,3,14,5,50
7,2013,3,14,6,54
8,2013,3,14,7,57
9,2013,3,14,8,58
10,2013,3,14,9,58
11,2013,3,14,10,58
12,2013,3,14,11,57
13,2013,3,14,12,57
14,2013,3,14,13,57
15,2013,3,14,14,57
16,2013,3,14,15,57
17,2013,3,14,16,57
18,2013,3,14,17,57
19,2013,3,14,18,57
20,2013,3,14,19,57
21,2013,3,14,20,57
22,2013,3,14,21,54
23,2013,3,14,22,52
24,2013,3,14,23,49
1,2013,3,15,0,49
2,2013,3,15,1,49
3,2013,3,15,2,48
4,2013,3,15,3,48
5,2013,3,15,4,49
6,2013,3,15,5,48
7,2013,3,15,6,51
8,2013,3,15,7,73
9,2013,3,15,8,76
10,2013,3,15,9,76
11,2013,3,15,10,73
12,2013,3,15,11,64
13,2013,3,15,12,64
14,2013,3,15,13,64
15,2013,3,15,14,64
16,2013,3,15,15,64
17,2013,3,15,16,64
18,2013,3,15,17,64
19,2013,3,15,18,64
20,2013,3,15,19,64
21,2013,3,15,20,48
22,2013,3,15,21,48
23,2013,3,15,22,48
24,2013,3,15,23,48
1,2013,3,16,0,48
2,2013,3,16,1,44
3,2013,3,16,2,44
4,2013,3,16,3,44
5,2013,3,16,4,44
6,2013,3,16,5,44
7,2013,3,16,6,44
8,2013,3,16,7,47
9,2013,3,16,8,47
10,2013,3,16,9,47
11,2013,3,16,10,48
12,2013,3,16,11,47
13,2013,3,16,12,47
14,2013,3,16,13,47
15,2013,3,16,14,47
16,2013,3,16,15,48
17,2013,3,16,16,49
18,2013,3,16,17,49
19,2013,3,16,18,49
20,2013,3,16,19,63
21,2013,3,16,20,54
22,2013,3,16,21,54
23,2013,3,16,22,52
24,2013,3,16,23,52
1,2013,3,17,0,49
2,2013,3,17,1,44
3,2013,3,17,2,44
4,2013,3,17,3,44
5,2013,3,17,4,45
6,2013,3,17,5,45
7,2013,3,17,6,44
8,2013,3,17,7,49
9,2013,3,17,8,49
10,2013,3,17,9,49
11,2013,3,17,10,49
12,2013,3,17,11,49
13,2013,3,17,12,49
14,2013,3,17,13,49
15,2013,3,17,14,49
16,2013,3,17,15,49
17,2013,3,17,16,49
18,2013,3,17,17,49
19,2013,3,17,18,49
20,2013,3,17,19,49
21,2013,3,17,20,48
22,2013,3,17,21,48
23,2013,3,17,22,44
24,2013,3,17,23,40
1,2013,3,18,0,44
2,2013,3,18,1,40
3,2013,3,18,2,41
4,2013,3,18,3,41
5,2013,3,18,4,41
6,2013,3,18,5,42
7,2013,3,18,6,41
8,2013,3,18,7,57
9,2013,3,18,8,60
10,2013,3,18,9,58
11,2013,3,18,10,58
12,2013,3,18,11,54
13,2013,3,18,12,52
14,2013,3,18,13,52
15,2013,3,18,14,52
16,2013,3,18,15,52
17,2013,3,18,16,52
18,2013,3,18,17,52
19,2013,3,18,18,52
20,2013,3,18,19,52
21,2013,3,18,20,52
22,2013,3,18,21,52
23,2013,3,18,22,40
24,2013,3,18,23,40
1,2013,3,19,0,40
2,2013,3,19,1,40
3,2013,3,19,2,34
4,2013,3,19,3,40
5,2013,3,19,4,34
6,2013,3,19,5,19
7,2013,3,19,6,40
8,2013,3,19,7,52
9,2013,3,19,8,52
10,2013,3,19,9,52
11,2013,3,19,10,52
12,2013,3,19,11,52
13,2013,3,19,12,52
14,2013,3,19,13,52
15,2013,3,19,14,52
16,2013,3,19,15,52
17,2013,3,19,16,52
18,2013,3,19,17,52
19,2013,3,19,18,52
20,2013,3,19,19,52
21,2013,3,19,20,52
22,2013,3,19,21,52
23,2013,3,19,22,40
24,2013,3,19,23,40
1,2013,3,20,0,34
2,2013,3,20,1,40
3,2013,3,20,2,40
4,2013,3,20,3,40
5,2013,3,20,4,40
6,2013,3,20,5,40
7,2013,3,20,6,40
8,2013,3,20,7,50
9,2013,3,20,8,50
10,2013,3,20,9,50
11,2013,3,20,10,52
12,2013,3,20,11,52
13,2013,3,20,12,52
14,2013,3,20,13,52
15,2013,3,20,14,52
16,2013,3,20,15,52
17,2013,3,20,16,52
18,2013,3,20,17,52
19,2013,3,20,18,52
20,2013,3,20,19,52
21,2013,3,20,20,52
22,2013,3,20,21,52
23,2013,3,20,22,41
24,2013,3,20,23,40
1,2013,3,21,0,40
2,2013,3,21,1,40
3,2013,3,21,2,40
4,2013,3,21,3,40
5,2013,3,21,4,40
6,2013,3,21,5,40
7,2013,3,21,6,40
8,2013,3,21,7,46
9,2013,3,21,8,49
10,2013,3,21,9,50
11,2013,3,21,10,50
12,2013,3,21,11,46
13,2013,3,21,12,46
14,2013,3,21,13,46
15,2013,3,21,14,46
16,2013,3,21,15,46
17,2013,3,21,16,46
18,2013,3,21,17,46
19,2013,3,21,18,46
20,2013,3,21,19,46
21,2013,3,21,20,46
22,2013,3,21,21,46
23,2013,3,21,22,41
24,2013,3,21,23,40
1,2013,3,22,0,40
2,2013,3,22,1,40
3,2013,3,22,2,40
4,2013,3,22,3,40
5,2013,3,22,4,40
6,2013,3,22,5,40
7,2013,3,22,6,41
8,2013,3,22,7,47
9,2013,3,22,8,48
10,2013,3,22,9,49
11,2013,3,22,10,48
12,2013,3,22,11,48
13,2013,3,22,12,48
14,2013,3,22,13,48
15,2013,3,22,14,48
16,2013,3,22,15,48
17,2013,3,22,16,48
18,2013,3,22,17,48
19,2013,3,22,18,48
20,2013,3,22,19,48
21,2013,3,22,20,49
22,2013,3,22,21,47
23,2013,3,22,22,42
24,2013,3,22,23,42
1,2013,3,23,0,42
2,2013,3,23,1,41
3,2013,3,23,2,43
4,2013,3,23,3,44
5,2013,3,23,4,43
6,2013,3,23,5,42
7,2013,3,23,6,43
8,2013,3,23,7,47
9,2013,3,23,8,48
10,2013,3,23,9,49
11,2013,3,23,10,49
12,2013,3,23,11,49
13,2013,3,23,12,48
14,2013,3,23,13,48
15,2013,3,23,14,48
16,2013,3,23,15,48
17,2013,3,23,16,48
18,2013,3,23,17,48
19,2013,3,23,18,48
20,2013,3,23,19,48
21,2013,3,23,20,48
22,2013,3,23,21,52
23,2013,3,23,22,49
24,2013,3,23,23,45
1,2013,3,24,0,45
2,2013,3,24,1,45
3,2013,3,24,2,44
4,2013,3,24,3,44
5,2013,3,24,4,44
6,2013,3,24,5,44
7,2013,3,24,6,44
8,2013,3,24,7,47
9,2013,3,24,8,47
10,2013,3,24,9,47
11,2013,3,24,10,46
12,2013,3,24,11,46
13,2013,3,24,12,46
14,2013,3,24,13,46
15,2013,3,24,14,46
16,2013,3,24,15,46
17,2013,3,24,16,46
18,2013,3,24,17,46
19,2013,3,24,18,47
20,2013,3,24,19,47
21,2013,3,24,20,47
22,2013,3,24,21,46
23,2013,3,24,22,42
24,2013,3,24,23,40
1,2013,3,25,0,42
2,2013,3,25,1,44
3,2013,3,25,2,43
4,2013,3,25,3,43
5,2013,3,25,4,44
6,2013,3,25,5,45
7,2013,3,25,6,54
8,2013,3,25,7,55
9,2013,3,25,8,73
10,2013,3,25,9,57
11,2013,3,25,10,57
12,2013,3,25,11,54
13,2013,3,25,12,54
14,2013,3,25,13,53
15,2013,3,25,14,53
16,2013,3,25,15,52
17,2013,3,25,16,52
18,2013,3,25,17,54
19,2013,3,25,18,54
20,2013,3,25,19,54
21,2013,3,25,20,54
22,2013,3,25,21,54
23,2013,3,25,22,52
24,2013,3,25,23,52
1,2013,3,26,0,52
2,2013,3,26,1,49
3,2013,3,26,2,49
4,2013,3,26,3,49
5,2013,3,26,4,49
6,2013,3,26,5,49
7,2013,3,26,6,49
8,2013,3,26,7,56
9,2013,3,26,8,57
10,2013,3,26,9,57
11,2013,3,26,10,57
12,2013,3,26,11,56
13,2013,3,26,12,56
14,2013,3,26,13,56
15,2013,3,26,14,56
16,2013,3,26,15,56
17,2013,3,26,16,55
18,2013,3,26,17,55
19,2013,3,26,18,55
20,2013,3,26,19,56
21,2013,3,26,20,55
22,2013,3,26,21,55
23,2013,3,26,22,49
24,2013,3,26,23,47
1,2013,3,27,0,47
2,2013,3,27,1,46
3,2013,3,27,2,
4,2013,3,27,3,
5,2013,3,27,4,
6,2013,3,27,5,
7,2013,3,27,6,
8,2013,3,27,7,
9,2013,3,27,8,
10,2013,3,27,9,
11,2013,3,27,10,
12,2013,3,27,11,
13,2013,3,27,12,
14,2013,3,27,13,56
15,2013,3,27,14,56
16,2013,3,27,15,56
17,2013,3,27,16,56
18,2013,3,27,17,56
19,2013,3,27,18,57
20,2013,3,27,19,56
21,2013,3,27,20,56
22,2013,3,27,21,56
23,2013,3,27,22,48
24,2013,3,27,23,46
1,2013,3,28,0,46
2,2013,3,28,1,46
3,2013,3,28,2,46
4,2013,3,28,3,46
5,2013,3,28,4,46
6,2013,3,28,5,47
7,2013,3,28,6,49
8,2013,3,28,7,57
9,2013,3,28,8,57
10,2013,3,28,9,57
11,2013,3,28,10,56
12,2013,3,28,11,56
13,2013,3,28,12,56
14,2013,3,28,13,56
15,2013,3,28,14,56
16,2013,3,28,15,56
17,2013,3,28,16,56
18,2013,3,28,17,56
19,2013,3,28,18,56
20,2013,3,28,19,56
21,2013,3,28,20,56
22,2013,3,28,21,56
23,2013,3,28,22,46
24,2013,3,28,23,46
1,2013,3,29,0,46
2,2013,3,29,1,46
3,2013,3,29,2,46
4,2013,3,29,3,46
5,2013,3,29,4,46
6,2013,3,29,5,47
7,2013,3,29,6,49
8,2013,3,29,7,52
9,2013,3,29,8,52
10,2013,3,29,9,52
11,2013,3,29,10,52
12,2013,3,29,11,52
13,2013,3,29,12,52
14,2013,3,29,13,52
15,2013,3,29,14,52
16,2013,3,29,15,52
17,2013,3,29,16,52
18,2013,3,29,17,52
19,2013,3,29,18,52
20,2013,3,29,19,52
21,2013,3,29,20,52
22,2013,3,29,21,52
23,2013,3,29,22,46
24,2013,3,29,23,46
1,2013,3,30,0,46
2,2013,3,30,1,14
3,2013,3,30,2,32
4,2013,3,30,3,38
5,2013,3,30,4,40
6,2013,3,30,5,40
7,2013,3,30,6,40
8,2013,3,30,7,52
9,2013,3,30,8,52
10,2013,3,30,9,53
11,2013,3,30,10,54
12,2013,3,30,11,54
13,2013,3,30,12,54
14,2013,3,30,13,54
15,2013,3,30,14,54
16,2013,3,30,15,54
17,2013,3,30,16,54
18,2013,3,30,17,54
19,2013,3,30,18,54
20,2013,3,30,19,54
21,2013,3,30,20,54
22,2013,3,30,21,54
23,2013,3,30,22,48
24,2013,3,30,23,40
1,2013,3,31,0,40
2,2013,3,31,1,40
3,2013,3,31,2,
4,2013,3,31,4,40
5,2013,3,31,5,40
6,2013,3,31,6,
7,2013,3,31,7,52
8,2013,3,31,8,54
9,2013,3,31,9,54
10,2013,3,31,10,54
11,2013,3,31,11,54
12,2013,3,31,12,53
13,2013,3,31,13,53
14,2013,3,31,14,53
